video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"juSPapp3SLY","Safrane 1 ect sensor replacement","2021-03-21T19:29:19Z","UCnpgnyakIdMdxuT17_Hc8NA","driver Tech","22","23.05.12","[none]","1522","0","0","0","https://i.ytimg.com/vi/juSPapp3SLY/default.jpg","False","True","12 valve j7r ect sensor was not working . Engine system shows only till 70 degree . Change the old one . And perfect performance come back.."
"GwxOR6gUsXc","0vhv-urbk-75vg-vqqd-8txm","2021-01-15T00:11:21Z","UCY2X1yQwSCjZfZF0YjyWbjg","Swarup Saha","20","23.05.12","[none]","24","0","0","0","https://i.ytimg.com/vi/GwxOR6gUsXc/default.jpg","False","True","Support the stream: https://streamlabs.com/swarupsaha1"
"uW-DIObBS_Q","This DC Game deserves 1million players!(DCUR Testing)","2023-01-22T07:59:21Z","UCSDjr61y3R8sdTY7w1CJ2gQ","TheBlue_Lantern","22","23.05.12","[none]","43","0","0","1","https://i.ytimg.com/vi/uW-DIObBS_Q/default.jpg","False","True","the games DCUR Testing sadly the pre alpha is privated it will be back soon though."
"v1BNn5-G94Y","Deepak YT is live | Pubg mobile | iPhone XR | Live uc giveaway 😍","2022-07-14T04:01:10Z","UC94931kJq0YNMLL5a5uPYlg","Deepak YT","20","23.05.12","Stun deepak|Stunxdeepakyt|YoutubeDEEPAK|live|Pubg","226","0","0","1","https://i.ytimg.com/vi/v1BNn5-G94Y/default.jpg","False","True","Lets play together!Follow @ig_deepakyt for regular updates#PUBG #PAKISTAN #SOLOSQUADDevice : IPHONE XRControls : 3 FINGER PLUS FULL GYROSHOW SUPPORT ❤️#stunxdeepakyt#pakistan#pubgmontage#pubg#threefingerclaw#threefingerclawgyro#solorush#iphonexr#iphonexrpubg#iphonexrpubgtest#iphonexrpubgmontage#lidspubgmontage#pubgmontage#pubgmontages#reflexes#pubggameplay#pubgmobilegameplay#pubggameplays#pubgmobilegameplays#pubgfrag#pubgfragmovie#pubgmmontageiPhone XR,iPhone 11,Pubg mobile,Pubg mobile montage,montage Pubg,IOS 14,Kesari,Indian player montage,Pubg,new montage,kabali op,solo rush,Slaydevil,xlr8 Boi,Payio,90 FPS,Velocity editing,motion blurr,iPhone XR Review, iPhone XR FPS test, IPhone XR Pubg gameplay,iPhone xr Pubg montage,.OnePlus Nord Pubg Test,OnePlus Nord Pubg test In Hindi,OnePlus Nord Pubg Test hindi,OnePlus Nord Pubg Mobile TestOnePlus Nord Pubg,OnePlus Nord Pubg Hindi,OnePlus Nord Pubg Review,OnePlus Nord Pubg Mobile Test Review,Oneplus nord Gaming Test,Oneplus Nord Gaming Review,Oneplus Nord Pubg Gaming Test,Oneplus Nord Pubg Gaming Review,Oneplus Nord,Oneplus Nord Unboxing,Oneplus Nord Unboxing technical guruji,oneplus nord Pubg testOneplus Nord 56, price, launch date in india | OnePlusNord 5G: Snapdragon 765G 5G, Best Budget 5GSmartphone | Price | Specs | OnePlus Z 5G | 2020oneplus Nord, oneplus 5g, oneplus Nord unboxing,oneplus z price, oneplus z price in india, oneplus z launchdate, oneplus z launch date in india, oneplus z specsoneplus z first look, oneplus z official video, oneplus ztrailer, oneplus z full specification, oneplus z unboxing,redmi k20 pro pubg,redmi k20 pro pubg test,redmi k20 pro pubg gameplay,k20 pro touch issue,k20 pro touch issue pubg,k20 pro touch issue update,k20 pro best sensitivity settings,k20 pro best sensitivity settings without gyroscope,solo v squad tips,redmi note 8 pro pubg,redmi note 8 pro pubg test,redmi note 8 pro pubg gameplay,redmi k20 pro pubg test,redmi k20 pro pubg test akshay gaming,redmi k20 pro pubg test high graphicsRedmi Note 8 Pro PubgRedmi Note 8 Pro GameplayRedmi Note 8 Pro Pubg TestRedmi Note 8 Pro Pubg Gameplay TestRedmi Note 8 Pro PUBG HEATING ISSUERedmi Note 8 Pro Pubg Heating IssueRedmi Note 8 Pro Pubg Touch IssueRedmi Note 8 Pro PubgRedmi Note 8 ProNote 8 Pro PubgRedmi Note 8 Pro Pubg VideoRedmi Note 8 Pro Pubg Gameplay VideoRedmi Note 8 Pro SensitivityXaomi Note 8 Pro pubg VideoRn8pro Pubg Gameplay VidedRedmi Note 8 Pro Heat IssueStun deepak ytStunx deepakyt stun deepakytPUBG MONTAGE#oneplusNord#OnePlusNord#NewOnePlusNordMid RangePhone#OnePlus7T#Oneaplus#RedmiNote8Pro#Montage#PubgMobile#Season15#RedmiNote8ProVsPocoF1#Scout#Mortal#lxrGaming#PocoF1Redmi Note 8 Pro Pubg,Redmi Note 8 Pubg gameplay,Redmi Note 8 Pro Pubg Test,Redmi Note 8 Pro Pubg Gameplay Test,Note 8 Pro Pubg Heating issue,Redmi 8 Pro Touch Issue,Redmi Note 8 Pro Pubg,Note 8 Pro Pubg,Redmi note 8 pro,intense squad wipe,Redmi K20 Pro Pubg,k20 pro Pubg, gaming, Pubg mobile montage, noob to pro, Pubg gyroscope, Jonathan, solo v squad, high kills, Pubg fastest player, Chinese pros, players, k20 Pro gameplay, t1 scrims, join t1 scrims, k20 Pro, scout, k20 Pro montage, tribute to k20 Pro, best 6x spray, k20 Pro lag, k20 pro anti lag, k20 pro lag solution, K20 pro best sensitivity, zero recoil sensitivity, Poco F1 Pubg, Redmi note 8 Pro Pubg, Realme X3 Pubg, Rog 3 Pubg, K20 PRO TOUCH ISSUERedmi Note 8 Pro Pubg,Redmi Note 8 Pubg gameplay ,Redmi Note 8 Pro Pubg Test,Redmi Note 8 Pro Pubg Gameplay Test,Note 8 Pro Pubg Heating issue,Redmi 8 Pro Touch Issue,Redmi Note 8 Pro Pubg,Note 8 Pro PubgRedmi note 8 pro,intense squad wipe,intense squad gameplay,intense squad,intense squad firefight,intense squad fight pubg,intense squad wipe pubg, intense squad moments,intense squad game, most intense squad game, intensesolo vs squad pubg mobile, most intense squad wipes,squad, squad tactics, squad gaming, squad gameplay,squad free fire, squad trailer, squad pubg, squad housetips and tricks, jonathan pubg controls, jonathan pubg sensitivity, best 2 finger control pubg, best 2 finger mobile player, best 2 finger controls gameplay, jonathan tips and tricks, jonathan tips for close range, jonathan tips pubg, jonathan controls and sensitivity, jonathan controls handcam, jonathan controls pubg, how to master jonathan controls, lost boy pubgsquadhelp, squad wipe, squad wipes,squad wipes tricks, squad wipe montage,tips, squad wipe pubg, squad wiper, squad wipe status,squad wipe in pubg mobile, squad wipe pubg mobile lite,squad wipe with awm, oneplus, oneplus z, oneplus 7t,oneplus 7 pro, oneplus india, oneplus 7t pro, oneplus 7,oneplus 6t, oneplus tv, oneplus 6, oneplus 7t, oneplus7t pro, oneplus 7t unboxing, oneplus 7t vs 8, oneplus7t pubg, oneplus 7t review, oneplus 7t camera, oneplus7t pro pubg,"
"irjccXqTPGk","BBGI GLOBAL INFRASTRUCTURE S.A. - Results for financial year ended 31 December 2021","2022-04-13T22:20:37Z","UCSkgHz8cLm6TvLND3VsYIRw","Investor Meet Company","25","23.05.12","BBGI|BBGI GLOBAL INFRASTRUCTURE S.A.|Investor Meet Company|Results for financial year ended 31 December 2021","53","0","0","0","https://i.ytimg.com/vi/irjccXqTPGk/default.jpg","False","True","To be informed of all BBGI GLOBAL INFRASTRUCTURE S.A.'s upcoming presentations, register at InvestorMeetCompany: https://www.investormeetcompany.com/bbgi-global-infrastructure-sa/register-investor"
"tGya91iGi6s","TOP CHARTS OF THE DAY FOR 5/24/23 – EEIQ, NNTX, NVDA, RRGB","2023-05-26T12:00:54Z","UCh__jlUcgxBnrU3C9x3V7JA","Harry Boxer - TheTechTrader","27","23.05.12","[none]","91","0","0","0","https://i.ytimg.com/vi/tGya91iGi6s/default.jpg","False","True","2023/05/24 – Wednesday Top Charts of the Day by Harry Boxer, TheTechTrader.com.EpicQuest Education Group International Limited (EEIQ) made an explosive move on Wednesday, jumping from 1.74 to 3.36, pretty much doubling, backed off and closed up 91 cents, or 62%, to 2.37, on a huge 32.2 million shares traded. I’m looking for this stock to possibly extend. The overall chart pattern shows that after being up in the 8-range for a while, came down to under a dollar, bounced, and at this point it is at resistance. Keep an eye on this stock going forward because if it gets through this zone, you may very well see a 6 to 8-dollar stock.Nutanix, Inc. (NTNX) exploded after hours on strong earnings on Wednesday. I am featuring this here right now because, knowing this company very well, I think this has got to be a trigger. It is coming out of a 6-month falling wedge that takes it up through 30, into the 33-34 zone, and eventually 39-40.NVIDIA Corporation (NVDA) had one of the biggest days of the year on Wednesday for any stock. The low during the session was 298.06, at four o’clock it was 305.41, then in after-hours it exploded to just under 400 to 394.75. A long coil has developed, which leads me to think we should watch this on Thursday for a follow-through day, maybe to 405-410.Red Robin Gourmet Burgers, Inc. (RRGB) has been in an uptrend since January of this year when it was trading around 5.35. On Wednesday it jumped 1.25, or 9%, to 15.22, on 784.5K shares traded and tagged 16.75 in after-hours. I’m looking for a move that gets it to 18 and 21.Other stocks on the long side include Applied Digital Corporation (APLD), Enveric Biosciences, Inc. (ENVB), GigaCloud Technology Inc. (GCT), Kamada Ltd. (KMDA), Movella Holdings Inc. (MVLA), and Nano-X Imaging Ltd. (NNOX).Top Charts of the Day, published Monday through Wednesday, Thursday Swing Trade Review, and Saturday Weekly Wrap Up feature Harry Boxer's video technical analysis. To learn which stocks Harry is adding to his model portfolio, including stops and targets, sign up for a Free 10-Day Trial to his Technical Trading Diary -- which includes both day trades, swing trades and intermediate-term stock picks. Go to: https://www.thetechtrader.com/ #swingtrading #technicaltrading #stockmarketrecap #stockmarket #swingtraderTimecodes0:00 INTRO0:14 APLD0:44 EEIQ1-22 ENVB1:54 GCT2:25 KMDA2:41 MVLA3:03 NNOX3:16 NTNX4:25 PANW4:37 RRGB"
"lx4F-rvOqAM","fuck you will stetson","2023-03-14T02:12:19Z","UC-P0MlAnK5FabHx6HPwYfkA","sleepy","22","23.05.12","[none]","14","0","0","0","https://i.ytimg.com/vi/lx4F-rvOqAM/default.jpg","False","True","2023 03 13 21 09 27258 AttemptsIts a replay, set the score last night.https://osu.ppy.sh/users/32870504"
"w5HN-lHT1eA","🐱","2023-05-09T06:43:57Z","UCr9oFullKYkcbhACPF-qjHg","Andrea Unicorn","22","23.05.12","[none]","842","0","0","2","https://i.ytimg.com/vi/w5HN-lHT1eA/default.jpg","False","True",""
"sGwUgGlpnmQ","How to Restore My Dream Car: Karmann Ghia | I Like To Make Stuff","2021-06-10T15:00:33Z","UC6x7GwJxuoABSosgVXDYtTw","I Like To Make Stuff","26","23.05.12","i like to make stuff|iliketomakestuff|diy|woodworking|metalworking|electronics|3D printing|prop making|karmann ghia|karmann ghia restoration|karman ghia|karman gia|volkswagon|car restoration|car restoration project|rust busket|1970 karmann ghia|karmann ghia project|karmann ghia project car|project car|restoring old cars|grinding rust|grinding rust off metal|chris fix|spy car|do it yourself|diy restoration|diy car restoration|how to|how to restore","324437","0","0","3390","https://i.ytimg.com/vi/sGwUgGlpnmQ/default.jpg","False","True","Bob has always wanted a Volkswagon Karmann Ghia, so he bought a junky rust bucket that he can restore into his dream car! He knows nothing about cars, so he's going to need your help! Check out our Merchandise, Digital Plans, and Online Course at ilt.ms/shopGet digital plans, cool merch, and indepth articles at https://iliketomakestuff.comLearn 3d modeling in Fusion 360 with our online course:https://www.fusion360formakers.comTOOLS & SUPPLIES WE USED(affiliate links):https://kit.co/iliketomakestuff/my-woodworking-toolshttps://kit.co/iliketomakestuff/shop-safety-gearWant to support ILTMS? The Maker Alliance gets exclusive content and more... http://www.iliketomakestuff.com/joinFOLLOW:http://instagram.com/iliketomakestuffhttp://twitter.com/iliketomakestufhttp://facebook.com/iltmsMUSIC: http://share.epidemicsound.com/iltms#Restoration #ILikeToMakeStuff #VolkswagonAbout I Like To Make Stuff: We have lots of projects including woodworking, metalworking, electronics, 3D printing, prop making and more!These videos are our attempt inspire and empower others to make the stuff that they want to have. Hopefully you'll see something here that will inspire you to make something that you're passionate about!Is This Rust Bucket my Dream Car? | I Like To Make Stuffhttps://youtu.be/sGwUgGlpnmQI Like To Make Stuffhttp://www.youtube.com/Iliketomakestuff"
"lThOpqjof4g","communicative english 2 dpu3 f2003,f2017","2022-03-31T16:13:42Z","UCnstCQo3OB5zhDNuvmirhoA","Zaf","22","23.05.12","[none]","17","0","0","0","https://i.ytimg.com/vi/lThOpqjof4g/default.jpg","False","True",""
video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"2ZsX-WHqiwQ","Samsung Galaxy A03s vs Samsung Galaxy F41 comparison","2021-11-03T08:12:48Z","UC6dDSUb-39c3c0fcA7W4OCQ","Phone Specifications","28","23.05.12","basedphone|galaxy A03s|galaxy A03s review|galaxy A03s specs|galaxy A03s vs F41|galaxy F41|galaxy F41 review|galaxy F41 specs|samsung galaxy A03s|samsung galaxy F41","14","0","0","0","https://i.ytimg.com/vi/2ZsX-WHqiwQ/default.jpg","False","True","This is a comparison between Samsung Galaxy A03s and Samsung Galaxy F41 smartphones.#galaxy #samsung #A03s #F41============================================If you liked the video, please like & subscribe!If you didn't like the video, dislike and write in the comments what you didn't like!–––––––– Thanks For Watching ––––––––Tags (ignore)samsung galaxy A03s unboxing, samsung galaxy A03s review, samsung galaxy A03s camera, samsung galaxy A03s pubg, samsung galaxy A03s antutu, samsung galaxy A03s price, samsung galaxy A03s launch date, samsung galaxy A03s release date, samsung galaxy A03s features, samsung galaxy A03s unbox, samsung galaxy A03s features, samsung galaxy A03s trailer, samsung galaxy A03s release date, samsung galaxy A03s release, samsung galaxy A03s hindi, samsung galaxy A03s обзор, samsung galaxy A03s in india, samsung galaxy A03s in pakistan, samsung galaxy A03s specs, samsung galaxy F41 unboxing, samsung galaxy F41 review, samsung galaxy F41 camera, samsung galaxy F41 pubg, samsung galaxy F41 antutu, samsung galaxy F41 price, samsung galaxy F41 launch date, samsung galaxy F41 release date, samsung galaxy F41 features, samsung galaxy F41 unbox, samsung galaxy F41 features, samsung galaxy F41 trailer, samsung galaxy F41 release date, samsung galaxy F41 release, samsung galaxy F41 hindi, samsung galaxy F41 обзор, samsung galaxy F41 in india, samsung galaxy F41 in pakistan, samsung galaxy F41 specs"
"QxOQoVOmrIE","Lil Bear - I'll be here (Official Lyric Video)","2023-06-02T04:00:10Z","UC8RB3DsnOIfLeUGqPIAbDMQ","Lil Bear","10","23.05.12","LilBear|LilBearRap|Lil Bear - I'll be here|I'll be here Bear|LilBearI'llBeHere|#LilBearRap|#LilBear|love song|lil bear - ill be here|lil bear ill be here|lovesong|lyricvideo|#BeHere","699","0","0","5","https://i.ytimg.com/vi/QxOQoVOmrIE/default.jpg","False","True","Unsigned 18 year old artist from North CarolinaOfficial Lyric Video for I'll be here by Lil Bear.Follow Lil Bear:Spotify: https://open.spotify.com/artist/7kKlXUSWWduhv160FdElFa?si=RFF0-mNgQ2mrU1BQ9lf5TQInstagram - https://www.instagram.com/lilbearrap/​SoundCloud - https://soundcloud.com/officiallilbearSnapchat - jayliv_2#LilBearRap #BeHere #LilBear"
"XWZnEHlgozc","The perfect Chicken Parmesan DOES exist. 🍝🤤 From Table 87 in Brooklyn, NYC! #DEVOURPOWER","2023-07-13T19:36:44Z","UCAPpi1iWQFyW6V4ssQzZwHg","Devour Power TV","22","23.05.12","[none]","457365","0","0","119","https://i.ytimg.com/vi/XWZnEHlgozc/default.jpg","False","True",""
"3jgh-I_brKY","Call of Duty: Modern Warfare II_20230625225043","2023-06-26T02:55:09Z","UCHacXixrDmZqwwATDFyxUrQ","jesus santiago","20","23.05.12","Call of Duty: Modern Warfare II|PS5Share","7","0","0","0","https://i.ytimg.com/vi/3jgh-I_brKY/default.jpg","False","True",""
"3JgH-lJ6H6M","1950, Miri Oil town.","2021-02-02T04:28:29Z","UCqJM01ZWEZGJNVrhFPnv7ng","Aimm Anne","22","23.05.12","[none]","47","0","0","0","https://i.ytimg.com/vi/3JgH-lJ6H6M/default.jpg","False","True",""
"Ea3PrG-6fGE","How to set up NBN FTTC - iiNet TP-Link VR1600v","2020-03-03T01:33:20Z","UC-746PcaVj4aFN44dPoH6sA","iiNet","28","23.05.12","[none]","38032","0","0","0","https://i.ytimg.com/vi/Ea3PrG-6fGE/default.jpg","False","True",""
"Sb1ivzgDPs4","Emaan ki 60 se upar shakein hain 😘❣️😍❣️🥰 #shorts #viralshorts #islamic","2023-07-02T10:00:14Z","UCXzRaH1ULJaHgbJHF7aoZFw","Islam on Peak","22","23.05.12","Emaan ki 60 se upar shakein hain|emaan|eman|ki|60|saath|se|upar|shakhein|hain|faith|sixty|above|hadees|hadith|farman e mustafa|irshad mubarak|islamic|islamic knowledge|islamic video|shorts|viral|viralshorts|youtubeshorts|trending|trendingshorts|islamonpeak","18","0","0","0","https://i.ytimg.com/vi/Sb1ivzgDPs4/default.jpg","False","True","Emaan ki 60 se upar shakein hain 😘❣️😍❣️🥰 #shorts #viralshorts #islamicحدیث مبارکہHadees Mubarak only on @islamonpeak #youtubeshorts #viral #islamicvideo #islamonpeak"
"r0j2-7rD_dw","How To Draw Papyrus And Sans From UNDERTALE","2020-03-07T05:44:56Z","UCkT6R3sq_dQH8jP9g9_J93g","InsanelyADD","26","23.05.12","undertale|how to draw|papyrus|sans|how to draw papyrus|how to draw sans|skelebros|insanelyadd","30855","0","0","144","https://i.ytimg.com/vi/r0j2-7rD_dw/default.jpg","False","True","Was stuck in editing hell for a while, but I finally finished my how-to for drawing the SkeleBros from Undertale. First video I've posted here with my voice. I hope this tutorial will be helpful to people who find them hard to draw.Songs:Falling from the Undertale Album Project - Songs From Mt Ebott Vol 1You Are Determined from the Undertale Album Project - Songs From Mt Ebott Vol 1Hoping maybe I'll post more speedpaint things here, that would be nice."
"u29d-qZ6HfU","6 de marzo de 2023","2023-03-06T13:39:30Z","UCdRD9gIuHZndFtYAntH6uuQ","Alfredo Albares","22","23.05.12","[none]","5","0","0","0","https://i.ytimg.com/vi/u29d-qZ6HfU/default.jpg","True","True",""
"i1hPX2J50Z4","コスパも◎ ブリヂストン「J715 B5 ドライバー」","2020-04-03T10:00:32Z","UCXtg7YT-iOx9Lwh8IHeXh3w","スポナビゴルフ","17","23.05.12","ゴルフ|Golf|ブリヂストン|J715|J715 B5 ドライバー|ドライバー|driver|コスパ|安い|ゴルフクラブ|クラブ|試打|ゴルフギア|ギア|スポナビ|スポナビGolf|スポーツナビ","8284","0","0","0","https://i.ytimg.com/vi/i1hPX2J50Z4/default.jpg","False","True","世界に誇る日本のメーカー、ブリヂストン。その多彩なテクノロジーで、プロ･アマ問わず多くのゴルファーの支持を得ています。そこで今回は、ブリヂストン「J715 B5 ドライバー」をクラブフィッターの小倉勇人さんが試打し、その特徴を解説していただきました。詳細記事：https://dosports.yahoo.co.jp/column/detail/202003030010-spnavido※本動画はスポーツナビが独自で企画したものです。動画内の商品選定や評価はスポーツナビまたは出演者の方の判断にもとづいています。動画内で使用している商品画像はメーカーから画像・サンプルをお借りした上で使用、撮影しています。=====★スポナビGolfとはhttps://dosports.yahoo.co.jp/column/writer/10120ゴルフメディアで活躍する識者たちが、人気のギアを徹底解説！　ドライバーからアイアン、パターといったクラブ一式はもちろん、シューズやウェア、距離計など、ゴルファー必須のあらゆるギアをご紹介していきます。"
"Wm2cA_MbLOE","Z-Tec - THE GOAT","2021-08-05T06:04:30Z","UCjIILWUX89AHJmDpFCZ2-og","Seven Hip-Hop","10","23.05.12","Z-Tec - THE GOAT|Z-Tec|THE GOAT","31451","0","0","21","https://i.ytimg.com/vi/Wm2cA_MbLOE/default.jpg","False","True","Z-Tec - THE GOATConnect with Z-Tec:Youtube- https://www.youtube.com/channel/UC3b7GiZPDKbSAHWG1_kl6ggSpotify- https://open.spotify.com/album/0OCQ8pjxSbd43a8CEVtRGD?si=aqCkDwdRQMSQudFWTeETaw&dl_branch=1Pandora- https://pandora.app.link/rrdzuTLVmibSoundcloud- https://soundcloud.app.goo.gl/VNSmcxzUoFQSjs6B8Apple Music- https://music.apple.com/us/album/the-goat-single/1576193205IG-https://www.instagram.com/its_z.tec/#ZTec"
video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"6-vnIkFR34Y","CLUW Women Vote 2020","2020-10-13T16:30:37Z","UCF4rWDG_QbBHx6KyJRi_IVg","CLUW National","29","23.05.12","Coalition of Labor Union Women|CLUW|Women","3752","0","0","10","https://i.ytimg.com/vi/6-vnIkFR34Y/default.jpg","False","True","Our goal is to empower women to be leaders in their community and in the political arena. This video is a representation of the journey, one that begins with women’s voices and Women’s Vote."
"ElUQIGhdVf8","TÁO QUÂN 2023: CHUYỆN THỜI GENZ (GẶP NHAU CUỐI NĂM) TỰ LONG, VÂN DUNG, ĐỘ MIXI, LONG CHUN...","2023-01-12T12:00:14Z","UCpnQwjzvDm1MOMtZV2zkVpA","Liên Quân Mobile eSports-Garena","24","23.05.12","garena liên quân|liên quân mobile|liên quân|garena liên quân mobile|garena|táo quân|tao quan|tao lien quan|táo liên quân|táo quân 2023|tao quan 2023|tự long|tu long|long chun|quốc khánh|quoc khanh|quang thang|quang thắng|vân dung|van dung|độ|độ mixi|do mixi|cô đồng nát|co dong nat|gặp nhau cuối năm|gap nhau cuoi nam|táo quân mới nhất|tao quan moi nhat|táo 2023|hài tết|chí trung|chi trung|aov|tao lien quan 2023|táo liên quân 2023","15383606","0","0","2276","https://i.ytimg.com/vi/ElUQIGhdVf8/default.jpg","False","True","Hài Tết Táo Quân 2023: Chuyện Thời GenZ (Gặp Nhau Cuối Năm) Quốc Khánh, Tự Long, Chí Trung, Quang Thắng, Vân Dung, Độ Mixi, Long Chun, Cô Đồng Nát(Cày View nhận Vé Quay Quý Mão FREE Toàn Server)👉 5 triệu view: +1 Vé Quay Quý Mão - Đã Đạt👉 10 triệu view: +1 Vé Quay Quý Mão - Đã Đạt👉 15 triệu view: +3 Vé Quay Quý Mão - Đã Đạt#TaoLienQuan2023 #LienQuanMobile•••••••••••••••••••••••••••••••Garena Liên Quân Mobile & Liên Quân Mobile eSports - Garena  là 2 kênh YouTube chính thức của hội đồng Liên Quân, đồng thời là đơn vị duy nhất giữ bản quyền sản xuất toàn bộ nội dung game và giải đấu Liên Quân Mobile (Arena of Valor)."
