video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"9R5x-M1QbCc","Aerith's Garden - Garden Transformation","2022-05-16T16:00:03Z","UCMzXIcsGTw3eGgvA48B7XKw","Stygian Stilettos Gamer","24","23.30.11","Aerith|Gainsborough|Aerith's Garden|Aerith's|Aerith Gainsborough|Stygian Stilettos Gamer|Stygian Sis|Gardening|Black Gardening|Black Gardeners|Final Fantasy VII Remake|Final Fantasy 7 Remake|Flowers|Weeds|Deweeding|Deweed","59","0","0","1","https://i.ytimg.com/vi/9R5x-M1QbCc/default.jpg","False","True","My garden was a complete wreck, had to revamp it before I could start planting!"
"zPOhmCEIM-I","SPEED Gun | Police Simulator: Patrol Officers Part 2","2023-07-09T03:30:17Z","UCxXoLC9O1-dEjL8tkEaBl6g","Vebv Gaming","20","23.30.11","minecraft|vebv|vebv gaming|minecraft survival|minecraft house|city skylines|minecraft hindi|gameplay|game play|in hindi|cities sky lines","32533","0","0","69","https://i.ytimg.com/vi/zPOhmCEIM-I/default.jpg","False","True","SPEED Gun | Police Simulator: Patrol Officers Part 2 Second Channel - https://www.youtube.com/c/VebvYTSubscribe For 10Years Of Good Luck✨✨✨Cities Skylines Playlist - https://www.youtube.com/playlist?list=PLFfYcxV5z_c5zM2zPvGbFHfehUSIuvpx0GTA-V Full Playlist - https://www.youtube.com/playlist?list=PLFfYcxV5z_c7VB0cESEKY_u2uXCoaPq5dMinecraft Survival Full Playlist - https://www.youtube.com/watch?v=RurywN7BDLc&list=PLFfYcxV5z_c7sS0zTnGf383V4LDtbVLVMSocial Media ► Instagram ► https://www.instagram.com/vebvgaming/"
"bhMzjwbagcc","Handak ki irang asida Myanmar gi lalhoubasing yaore hairi","2023-06-13T10:29:22Z","UC9A3q22lQQcPIfhgevrwyCQ","ISTV LIVE","25","23.30.11","[none]","23181","0","0","164","https://i.ytimg.com/vi/bhMzjwbagcc/default.jpg","False","True","Handak ki irang asida Myanmar gi lalhoubasing yaore haina miyamna ngangnariba wapham asi nongma nongmagi chingnaba khudam changdam kaya thorakli .Ngarang Imphal East District amadi Kangpokpi Districtka lonnabada leiba Khamenlok ki akoibada Kuki lalhoubasingga meitei khul ngaktuna leibasingga nongmei kapnaringeida drone paiduna  Kuki taba khulsinggi akoibada yengbada longgri setpa aphaba makhalgi nongmei paiba meeoising khulgi akoibada chatthok chatsin touba amadi achouba bunker kaya saduna leiba drone footage aduda uba phangkhi."
"y0td-y7TuZU","GU SAP MB56 Analyse descendante","2023-03-05T18:47:49Z","UCOcoKL6S-T88P_ogFuveoRQ","I share SAP knowledge, create SAP guides","27","23.30.11","crm|sap|S4H|kpc|training|mm|qm|pm|wm|fiori|concur|SAC|ERP|formation|formation sap|formation erp|SAP concur|PS|PPM|mickaelquesnot|CODILOG|KPC|SAP|Concur|ECC|R3|MM|SD|PP|WM|EWM|FI|CO|saphana|saptraining|sapmm|sapbasis|sapabap|abap|saperp|sapconsultant|sapsd|sapfico|sapcommunity|lifeatsap|technology|sapfi|saps|sapco|sapjobs|sapbi|sapfiori|saptechnical|sapbw|cloud|sapcourse|sapcertification|saphcm|accounting|erpsoftware|sapfunctional|sapleonardo|ia|saphr|saplove|sapariba|sapfun|digital|iot","72","0","0","0","https://i.ytimg.com/vi/y0td-y7TuZU/default.jpg","False","True","Do you like this guide ? Do you want to read more?🔔Contact me on my Profile👇Follow me on my social networks and subscribe on: 👌 Blog : http://mickael.quesnot.free.fr/👌Youtube : http://www.youtube.com/user/MrSharesap 👌Twitter : https://twitter.com/@mistersharesap👌Linkedin : https://www.linkedin.com/in/mickaelquesnot/🔝Connect with me#sap #sapfico #sapfi #fi #sapco #sapfinance #saps4hana #s4hana #s4hanafinance #sapcommunity #sapjobs #sapconsultant #sapconsultants #sapcareer #sapcourse #learnsap #training #consulting #linkedin #sap #erp #consulting  #saps4hana #saperp #sapfiori #consultant #KPC #formation #saptraining #fiori #Sapppm #saplearning  #sapmm #sapsd #sapjobs #sapcommunity #sapconsultant #saphiring #sappp #saperp #sapabap #sapfiori #sapbasis #sapconsulting #sapfi #sapconsultants #sapscm #sapwm #sappp #sapqm #saphcm #sapewm #sapbw #sapanalyticscloud #sapewm #sapcloud #saplearning #sapcourse"
"tXb7Ov-S6dc","Pro Lavalier Microphones - My Impressions On Seven Pro Lavalier Mics","2020-02-09T17:00:13Z","UC9Tyxi96fEu0ho4mlxOEdOQ","Curtis Judd","27","23.30.11","sound|audio|sound for video|sound for film|lavalier|lavaliere|mic|microphone|pro|professional|quality|Sanken|Shure|Countryman|Sennheiser|Voice Technologies|COS-11D|VT500|B6|TL-47|TL-48|MKE2|Review","174352","0","0","656","https://i.ytimg.com/vi/tXb7Ov-S6dc/default.jpg","False","True","In today’s episode, I give you my impressions on seven different pro level lavalier microphones I’ve used, including the Sanken COS-11D, Voice Technologies VT500, Countryman B6, Shure TwinPlex TL-47, Shure TwinPlex TL-48, and the Sennheiser MKE2.Index:01:14 What's special about pro-level lavalier microphones05:39 Sanken COS-11D08:34 Voice Technologies VT50010:53 Countryman B614:04 DPA 416015:51 Shure Twinplex (TL47 & TL48)21:37 Which is the best? (spoiler - none. Each fit different situations)#Microphone #Lavalier #ProYou can find audio samples from these microphones here:Shure Twinplex (with samples of DPA and Countryman as well): https://youtu.be/U6Axg0iP6wgVoice Technologies VT500: https://youtu.be/9c74PsslcOkSanken COS-11D: https://youtu.be/PDcRG_lomEA?t=49 (The doctor’s voice)Sanken COS-11D (used during review of Tascam DR-10L): https://youtu.be/5JnMqxsw69ACountryman B6: https://youtu.be/Lh1qVoBieVISennheiser MKE2 (review of AVX with MKE2): https://youtu.be/U9RjMXtmVLcIf you’d like to learn how to make great dialogue audio for your film and video projects, please have a look at my courses at https://school.learnlightandsound.com including processing dialogue audio in Adobe Audition and DaVinci Resolve/Fairlight, recording sound, how to use the Zoom F4, F8, and F8n, and how to get the most from the Sound Devices MixPre series of recorders.Gear used or mentioned in this episode. The links below are Amazon.com, B&H Photo, or other affiliate links. As an affiliate, I earn from qualifying purchases:- Sanken COS-11D - B&H https://bhpho.to/2SaTx7W- Voice Technologies VT500 - B&H https://bhpho.to/2umIRtM- Countryman B6 - B&H https://bhpho.to/31Epqsv- Shure TwinPlex TL-47 - B&H https://bhpho.to/2SbkxUP- Shure TwinPlex TL-48 - B&H https://bhpho.to/2vWL5jK- Sennheiser MKE2 - B&H https://bhpho.to/2SrDIsc- Shure SM7B Dynamic Broadcast Microphone - B&H https://bhpho.to/2NTUZHi- Sound Devices MixPre II Series - B&H https://bhpho.to/37gxPDO- Blackmagic Design ATEM Mini Switcher - B&H https://bhpho.to/2TefeEZ- Panasonic GH5 Camera used for most B-Roll shots - B&H https://bhpho.to/2UNeAA0 Amazon https://geni.us/POEv7- Olympus 45mm f/1.8 Micro 4/3 Lens - B&H https://bhpho.to/2wMxVDs Amazon https://geni.us/6cvOQ- Panasonic 12-35mm f/2.8 OIS Lens - B&H https://bhpho.to/2i6s2gv Amazon https://geni.us/QXvPz8bDEITY microdot to 3.5mm adapter: B&H https://bhpho.to/3bM4YveTake your films to the next level with music from Musicbed. Sign up for a free account to listen for yourself: https://geni.us/G7byCopyright 2020, Curtis Judd"
"WsYWIz60d4I","Khul ngakpa  Meitei volunteer ahum sire. miyoi 7 lom asok-apan nangkhre.","2023-07-02T10:36:02Z","UC9A3q22lQQcPIfhgevrwyCQ","ISTV LIVE","25","23.30.11","[none]","76414","0","0","468","https://i.ytimg.com/vi/WsYWIz60d4I/default.jpg","False","True","Kuki militantsingna attack tourakpada Khoijumantabi Maning Chingthakta khul ngakpa  Meitei volunteer ahum sire. miyoi 7 lom asok-apan nangkhre."
"1oQ0tc-I8YA","Daily Yoga Tips| Basic Yoga | Yoga for health | Yoga Practice Step By Step | Weight loss | Fat loss","2023-01-09T11:15:00Z","UCCpcUMCl8lsG-op7eBUT7ow","Yoga For Health","22","23.30.11","yoga|health|fatburn|bellyfatburning|dailyyogapractice|Daily Yoga Practice|Fat Burn Yoga|Chinese Yoga|Belly Fat Loss Yoga Practice|3 minutes yoga|Daily Yoga|How to make slim body?|Fat loss|weight loss|15 days weight loss","226","0","0","0","https://i.ytimg.com/vi/1oQ0tc-I8YA/default.jpg","False","True","Daily Yoga Tips| Basic Yoga | Yoga for health | Yoga Practice Step By Step | Weight loss | Fat loss#Daily Yoga Tips#Basic Yoga#Yoga for health#Yoga Practice Step By Step#Weight loss#Fat Loss"
"5T8A-_gO9KM","ऐसे धीरे धीरे किडनी फेल होती है और पता भी नहीं चलता How Does A Kidney Fail Exactly?","2020-07-04T08:00:01Z","UCdI2Up33y8tEosSAT-5Wzsw","Stop Kidney Dialysis","27","23.30.11","stop kidney dialysis|kidney failure ayurvedic treatment|aankir kidney fail kaise hoti hai|kidney fail kis karan se hoti hai|kya kidney failure thik ho sakta hai|asmr kidney|ayurvedic kidney treatment|How Does A Kidney Fail Exactly|kidney fail ko roka ja sakta hai|ayurvedic kidney failure treatment|kidnye failure treatment by karma ayurveda|kidnye fail ka ilaaj karma ayurveda se|kharab kidney ka ilaaj","7902","0","0","20","https://i.ytimg.com/vi/5T8A-_gO9KM/default.jpg","False","True","Stop kidney dialysis has brought you a video that will resolve all the queries you have related to kidneys, how kidney damages slowly, the kidney cure by Ayurveda; in short, all you need to about kidney diseases is right in this video. #Kidneydiseases are known as silent killers when they are chronic. Kidney disease in humans affects the functioning in two ways Acute Kidney Diseases (AKD) and Chronic Kidney Diseases (CKD).In this video, we have added two more diseases that are affecting people massively. Kidney disease treatment in Ayurveda providers has discovered two other common kidney problems such as Polycystic Kidney Disease and Nephrotic Syndrome that affects kidneys as same as others. The causes behind the occurrence of these diseases can be inherited, genetic defects, or by inadequate manducation.Polycystic Kidney Disease is a disease that develops fluid-filled pouches on the kidneys’ membrane because of genetic mutation passed by a biological parent. Nephrotic syndrome is a kidney disorder that can be congenital; it is referred to as the leakage of protein in the urine accompanied by the swollen lower body.As per the guidelines of #Ayurvedickidneytreatment, these diseases can have a cure that will be longstanding. It is a type of treatment that not only has worked on the symptoms but all the responsible factors affecting the renal pair. Kidney disease treatment by diet is a selective approach of Ayurveda that helps with the reincarnation of kidneys by right manducating habits. Watch this video to know the signs and symptoms of kidney diseases, the Ayurvedic treatment, and the other ways of combating these diseases. And if you still feel the need to know more, then our services are always open for you.Book an appointment:• Helpline number: 011 4777 2777• WhatsApp number: +91 9871712050• Website: www.karmaayurveda.in/appointment"
"bIjZRdMh0Ic","What is a Skibidi Toilet?","2023-07-19T21:17:22Z","UCpJZz0NtSgIdFhaXSPV4YqQ","Stanz","20","23.30.11","Nathan Stanz|NathanStanz|OneNightStanz|Stanz|Stan|Stans|Twitch","70952","0","0","209","https://i.ytimg.com/vi/bIjZRdMh0Ic/default.jpg","False","True","OPEN ME (ﾉ◕ヮ◕)ﾉ*:･ﾟ✧➥ WATCH ME LIVE: https://www.twitch.tv/StanzFOLLOW MY SOCIALS (¬‿¬ )➥ Twitter: https://www.twitter.com/nathanstanz➥ Instagram: https://www.instagram.com/nathanstanz➥ Twitch: https://www.twitch.tv/Stanz➥ Discord: https://discord.gg/Stanz➥ Podcast: https://www.youtube.com/TheStanzShow➥ Gaming: https://www.youtube.com/c/StanzbutGaming➥ Clips: https://www.youtube.com/c/StanzClipsEdited By (ﾉ´ヮ`)ﾉ*: ･ﾟ🢂 Nathan | http://www.twitter.com/NatePlaysBad#stanz #skibiditoilet #memes"
video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"Hi5Y0Z1ZM1k","Noei - Toxic [ Official Audio ]","2023-03-08T18:00:06Z","UCGA9MK04i-0KJT-MKENv3OQ","Noei","10","23.30.11","noe|nowi|noui|arabic song|نوي حتى للممات|نوي|etudian ocranyia|rifka|numidia lezoule|flenn|flenn flau|flen one shot|trap king|arabic songs|arabic songs 2021|arabic songs remix|arabic songs tiktok|singer|songs|songs 2021|songs hindi|songs 2022|rap dz|rap dz vs rap maroc|rap dz 2021|rap dz reaction","882","0","0","18","https://i.ytimg.com/vi/Hi5Y0Z1ZM1k/default.jpg","False","True","Music video by Noei performing  Toxic  .© 2021 Noei's Records .Listen to   Toxic  on Soundcloud : https://soundcloud.com/noevenus/noei-toxic-official-audio?si=683114f3c0c54f82a8213cb03c5db7c4&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing►Subscribe to Noei on YouTube  :    @lenoei ►Follow Noei : https://www.instagram.com/lenoeihttps://twitter.com/le_noeihttps://web.facebook.com/lenoeiofficial"
"RL7z-uqE318","Hot Wheels Race Cars Crash Diecast Models #hotwheels #crash #cars #diecast #peghunting #shorts","2022-08-11T15:44:19Z","UCsMQ2Eu1_YDqiC1a7-HvqgA","Marky's Toy World","2","23.30.11","[none]","2319","0","0","0","https://i.ytimg.com/vi/RL7z-uqE318/default.jpg","False","True",""
"uXNlr8WCsY8","WCPA Intro to Health and Wellness","2020-07-28T02:00:11Z","UC5sEJgQW4Rm3tO2BjDHz_Zg","WCPA LH","27","23.30.11","[none]","233","0","0","0","https://i.ytimg.com/vi/uXNlr8WCsY8/default.jpg","False","True","WCPA Intro to Health and Wellness"
"G94y-kO4IoY","Shoe - NoPixel Public Green","2021-11-25T23:13:17Z","UCQeWv2AxnnTZyUTbdICc0iQ","DB Clips","22","23.30.11","[none]","60","0","0","1","https://i.ytimg.com/vi/G94y-kO4IoY/default.jpg","False","True","Dirty Boys Streamers:Juan Martinez - https://www.twitch.tv/knight_2xHarold “Hdawg” Bishop - https://www.twitch.tv/addtewkartNana Banana - https://www.twitch.tv/bananahead_ogMichael Gambino - https://www.twitch.tv/tf_evakLance Silva - https://www.twitch.tv/lancerofficialWolferson “Wolfy” Johnson - https://www.twitch.tv/zzwolfy510Jesse Montana - https://www.twitch.tv/fl00wer"
"fAxH8I-CZzs","Rain (full movie)","2020-12-15T15:52:11Z","UCVk7qZkXIr-Y8hwJxbECjPA","Eleanor Nabwiso","22","23.30.11","[none]","1276943","0","0","1638","https://i.ytimg.com/vi/fAxH8I-CZzs/default.jpg","False","True","Rain full HD movie"
